Doc No,Tran Type,Customer ID,Class,OrderDate,ShipDate,Terms,Ship Method,Line No,Item,Ordered,Shipped,BackOrder,BackOrder2,PricePer,Status,SalesRepID,CustomerType,DiscountAmount,SOAmount,SOPaymentAmount,Available,InvoiceNo
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,19,DAC0012-0005,1,0,1,1,7,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,20,DAC0012-0014,1,0,1,1,7,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,21,DAC0012-0015,1,0,1,1,7,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,22,DAC0020-0001,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,6,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,23,DAC0020-0002,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,24,DAC0020-0003,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,7,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,25,DAC0020-0004,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,26,DAC0020-0005,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,7,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,27,DAC0020-0014,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,4,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,28,DAC0020-0015,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,29,DAC0022-0001,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,30,DAC0022-0002,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,-1,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,31,DAC0022-0003,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,1,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,32,DAC0022-0004,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,33,DAC0022-0005,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,34,DAC0022-0014,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,35,DAC0022-0015,1,0,1,1,6,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,36,DAC0024-0001,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,37,DAC0024-0002,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,51,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,38,DAC0024-0003,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,39,DAC0024-0004,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,-3,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,40,DAC0024-0005,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,41,DAC0024-0014,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,1,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,42,DAC0024-0015,1,0,1,1,5,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,43,DAC0030-0001,1,0,1,1,4,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,44,DAC0030-0002,1,0,1,1,3.999999572,OPEN,43,Tradeshow/Promo,0,273,0,1,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,45,DAC0030-0003,1,0,1,1,4,OPEN,43,Tradeshow/Promo,0,273,0,39,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,46,DAC0030-0004,1,0,1,1,4,OPEN,43,Tradeshow/Promo,0,273,0,2,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,47,DAC0030-0005,1,0,1,1,4,OPEN,43,Tradeshow/Promo,0,273,0,0,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,48,DAC0030-0014,1,0,1,1,4,OPEN,43,Tradeshow/Promo,0,273,0,1,
33211,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/11/2028,No Charge,Hand Delivered,49,DAC0030-0015,1,0,1,1,4,OPEN,43,Tradeshow/Promo,0,273,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,1,DAC0031-3001,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,2,DAC0031-3002,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,3,DAC0031-3003,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,4,DAC0031-3004,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,5,DAC0031-3005,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,6,DAC0031-3014,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,4,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,7,DAC0031-3015,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,8,DAC0031-3101,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,9,DAC0031-3102,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,10,DAC0031-3103,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,2,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,11,DAC0031-3104,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,12,DAC0031-3105,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,13,DAC0031-3114,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,2,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,14,DAC0031-3115,1,0,0,1,9,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,15,DAC0032-3001,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,10,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,29,DAC0032-3001,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,10,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,16,DAC0032-3002,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,22,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,17,DAC0032-3003,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,12,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,18,DAC0032-3004,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,12,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,19,DAC0032-3005,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,20,DAC0032-3014,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,21,DAC0032-3015,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,22,DAC0032-3101,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,2,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,23,DAC0032-3102,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,12,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,24,DAC0032-3103,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,21,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,25,DAC0032-3104,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,7,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,26,DAC0032-3105,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,-1,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,27,DAC0032-3114,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,28,DAC0032-3115,1,0,0,1,8,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,30,DAC0033-3002,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,13,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,31,DAC0033-3003,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,11,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,32,DAC0033-3004,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,3,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,33,DAC0033-3005,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,34,DAC0033-3014,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,35,DAC0033-3015,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,36,DAC0033-3101,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,12,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,37,DAC0033-3102,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,11,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,38,DAC0033-3103,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,9,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,39,DAC0033-3104,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,40,DAC0033-3105,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,-1,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,41,DAC0033-3114,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,42,DAC0033-3115,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,-1,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,43,DAC0034-0001,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,44,DAC0034-0002,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,45,DAC0034-0003,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,6,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,46,DAC0034-0004,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,7,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,47,DAC0034-0005,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,1,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,48,DAC0034-0014,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,49,DAC0034-0015,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,3,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,50,DAC0035-0001,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,26,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,51,DAC0035-0002,1,0,0,1,5.99999967,OPEN,43,Tradeshow/Promo,0,698,0,9,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,52,DAC0035-0003,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,9,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,53,DAC0035-0004,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,5,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,54,DAC0035-0005,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,55,DAC0035-0014,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,8,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,56,DAC0035-0015,1,0,0,1,6,OPEN,43,Tradeshow/Promo,0,698,0,1,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,57,DAC0050-0101,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,1,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,58,DAC0050-0202,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,3,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,59,DAC0050-0303,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,1,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,60,DAC0050-0404,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,61,DAC0050-0505,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,62,DAC0050-1414,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,4,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,63,DAC0050-1515,1,0,0,1,10,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,64,DAC0055-3001,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,65,DAC0055-3002,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,-3,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,66,DAC0055-3003,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,67,DAC0055-3004,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,68,DAC0055-3005,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,69,DAC0055-3014,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,70,DAC0055-3015,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,71,DAC0055-3101,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,72,DAC0055-3102,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,-3,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,73,DAC0055-3103,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,74,DAC0055-3104,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,75,DAC0055-3105,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,-4,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,76,DAC0055-3114,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33212,Sales Order,6077,Tradeshow/Promo,5/11/2028,5/31/2028,No Charge,Hand Delivered,77,DAC0055-3115,1,0,0,1,12,OPEN,43,Tradeshow/Promo,0,698,0,0,
33213,Sales Order,1979,Employee,5/11/2028,5/11/2028,Payroll Deduction,Hand Delivered,4,BAA0001,2,2,0,0,1,Closed,7,Retail,0,14.41,0,0,45889
33213,Sales Order,1979,Employee,5/11/2028,5/11/2028,Payroll Deduction,Hand Delivered,3,DAC0132-0014,1,1,0,0,1.4,Closed,7,Retail,0,14.41,0,0,45889
33213,Sales Order,1979,Employee,5/11/2028,5/11/2028,Payroll Deduction,Hand Delivered,1,DAC0161-0003,1,1,0,0,5.11,Closed,7,Retail,0,14.41,0,6,45889
33213,Sales Order,1979,Employee,5/11/2028,5/11/2028,Payroll Deduction,Hand Delivered,2,DAC0183-0002,1,1,0,0,5.9,Closed,7,Retail,0,14.41,0,0,45889
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,5,BAA0002,4,0,0,4,50,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,6,BAA0003,260,0,0,260,0.5,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,6,BAA0003,4,0,0,4,0.5,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,1,RCOF0055-0002,1,0,0,1,29.35,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,1,RCOF0055-0002,60,0,0,60,29.35,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,4,UHS0020-0002-MS,40,0,0,40,25,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,4,UHS0020-0002-MS,1,0,0,1,25,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,2,UHS0030-0002,1,0,0,1,35.19,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,2,UHS0030-0002,125,0,0,125,35.19,OPEN,7,Promotional,0,8589.29,4234.88,0,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,3,UHS0040-0002,1,0,0,1,28,OPEN,7,Promotional,0,8589.29,4234.88,1,
33214,Sales Order,7127,Promotional,5/11/2028,5/26/2028,Credit Card,UPS Ground,3,UHS0040-0002,35,0,0,35,28,OPEN,7,Promotional,0,8589.29,4234.88,1,
33215,Sales Order,5795,Corporate,5/11/2028,5/11/2028,No Charge,FedEx Ground,2,BAA0001,1,1,0,0,5,Closed,45,Corporate,0,13,0,0,45873
33215,Sales Order,5795,Corporate,5/11/2028,5/11/2028,No Charge,FedEx Ground,1,BAA0003,16,16,0,0,0.5,Closed,45,Corporate,0,13,0,0,45873
33216,Sales Order,5795,Corporate,5/11/2028,5/13/2028,No Charge,FedEx Ground,1,BAA0003,34,34,0,0,0.5,Closed,45,Corporate,0,17,0,0,45959
33217,Sales Order,5821,Corporate,5/11/2028,5/27/2028,Credit Card,UPS Next Day,1,RCJ0144-0002,56,0,0,56,38.4,OPEN,45,Corporate,0,2400.4,0,0,
33217,Sales Order,5821,Corporate,5/11/2028,5/27/2028,Credit Card,UPS Next Day,2,RUSH,1,0,0,1,250,OPEN,45,Corporate,0,2400.4,0,0,
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,2,DAC0024-0003,3,3,0,0,5,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,1,DAC0024-0004,3,3,0,0,5,Closed,40,Wholesale,0,308,0,-3,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,4,DAC0030-0002,3,3,0,0,4,Closed,40,Wholesale,0,308,0,1,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,3,DAC0030-0015,3,3,0,0,4,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,5,DAC0033-3102,3,3,0,0,10,Closed,40,Wholesale,0,308,0,11,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,6,DAC0033-3114,3,3,0,0,10,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,7,DAC0035-0001,3,3,0,0,6,Closed,40,Wholesale,0,308,0,26,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,8,DAC0035-0004,3,3,0,0,6,Closed,40,Wholesale,0,308,0,5,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,9,DAC0103-0002,2,2,0,0,10,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,10,DAC0103-0015,2,2,0,0,10,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,12,DAC0106-0002,2,2,0,0,10,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,11,DAC0106-0003,2,2,0,0,10,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,13,DAC0112-0001,2,2,0,0,12,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,14,DAC0112-0003,2,2,0,0,12,Closed,40,Wholesale,0,308,0,0,In Queue
33218,Sales Order,7594,Wholesale,5/11/2028,5/11/2028,Credit Card,UPS Ground,15,DAC0183-0001,2,2,0,0,15,Closed,40,Wholesale,0,308,0,1,In Queue
